source,model,point,block,name,description,longdescription,dtype,unit,category,meanings,labels
ss40k_inverter,40104,CTDirection,fixed,CTDirection,CT Direction,Value from Site Configuration Inverter/Current Transformer (CT) Settings. Sets the CT installation direction. You may choose to reverse this if your inverter is reading import when power is actually flowing out to the grid (export) or vice versa. Data code: 40104.CTDirection,enum16,N/A,Measurement,"{0: 'Grid to inverter', 1: 'Inverter to grid'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: CT
ss40k_inverter,40104,reserved4,fixed,reserved4,reserved4,Reserved Data code: 40104.reserved4,string,string,Measurement,,
ss40k_inverter,40104,BatteryType,fixed,BatteryType,Battery Type,"Value from Site Configuration Battery/Setup. Specifies the chemistry or general type of connected battery. Choose **No Battery** for standalone PV or grid-tie operation, **Lead-acid** for flooded or AGM batteries, or **Lithium-ion** for managed BMS packs. This value is set on the inverter. Data code: 40104.BatteryType",enum16,N/A,BatteryBase,"{1: 'Lead-Acid battery', 2: 'Lithium-ion', 3: 'Unavailable'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Type of Data: Status; Feature: Setup
ss40k_inverter,40104,BatteryBrand,fixed,BatteryBrand,Battery Brand,Value from Site Configuration Battery/Setup. Selects the manufacturer profile for the connected battery. This may pre-configure recommended voltage and SOC limits for optimal operation. This value is set on the inverter. Data code: 40104.BatteryBrand,enum16,N/A,BatteryBase,"{0: 'Unavailable', 1: 'FortressPower'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Type of Data: Status; Feature: Setup
ss40k_inverter,40104,AbsorbVoltage,fixed,AbsorbVoltage,Absorb Voltage,Value from Site Configuration Battery/Setup. Sets the voltage used during the absorb (bulk-to-float transition) phase. Increasing this value raises the upper charge threshold for lead-acid batteries. This value is set on the inverter. Data code: 40104.AbsorbVoltage,uint16,N/A,BatteryBase,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Setup
ss40k_inverter,40104,FloatVoltage,fixed,FloatVoltage,Float Voltage,Value from Site Configuration Battery/Setup. Defines the voltage maintained once the battery is fully charged. This helps prevent overcharging while keeping the battery topped off. This value is set on the inverter. Data code: 40104.FloatVoltage,uint16,N/A,BatteryBase,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Setup
ss40k_inverter,40104,VbatStartDerating,fixed,VbatStartDerating,Start Derating Voltage,Value from Site Configuration Battery/Setup. Voltage threshold where the inverter begins reducing charge or discharge current to protect the battery as it approaches full or low state. This value is set on the inverter. Data code: 40104.VbatStartDerating,uint16,N/A,BatteryBase,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Setup
ss40k_inverter,40104,ChaDisChaCtrlType,fixed,ChaDisChaCtrlType,Battery Control Type,"Value from Site Configuration Battery/Setup. Determines how the inverter regulates both charging and discharging.

SOC: Uses battery state of charge thresholds to start and stop charge/discharge.

Volt: Uses DC voltage limits instead. This value is set on the inverter. Data code: 40104.ChaDisChaCtrlType",enum16,N/A,BatteryBase,"{0: 'SOC(%),', 1: 'Battery voltage (V)'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Type of Data: Status; Feature: Setup
ss40k_inverter,40104,ChargeLimitSoc,fixed,ChargeLimitSoc,Charge Limit (SOC),"Value from Site Configuration Battery/Setup. Sets the maximum state of charge (SOC) the battery will be charged to. Once the battery reaches this level, charging stops to prevent overcharging and extend lifespan. This value is set on the inverter. Data code: 40104.ChargeLimitSoc",uint16,%,BatteryBase,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Setup
ss40k_inverter,40104,MaxChargingCurrent,fixed,MaxChargingCurrent,Max Battery Current Max Charge Preset,Value from Site Configuration Battery/Setup. Sets the maximum charging and discharging current allowed for the connected inverter. Choose the preset that matches your inverter model to automatically apply the correct limits. This value is set on the inverter. Data code: 40104.MaxChargingCurrent,uint16,A,BatteryBase,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Setup
ss40k_inverter,40104,OnGridCutOffSoc,fixed,OnGridCutOffSoc,On-Grid Battery Cutoff SOC,"Value from Site Configuration Battery/Setup. Sets the minimum state of charge (SOC) the battery will discharge to while grid power is available. Below this level, the inverter will stop discharging and switch to grid power to protect battery capacity. This value is set on the inverter. Data code: 40104.OnGridCutOffSoc",uint16,%,BatteryBase,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Setup
ss40k_inverter,40104,OffGridCutOffSoc,fixed,OffGridCutOffSoc,Off-Grid Battery Cutoff SOC,"Value from Site Configuration Battery/Setup. Sets the minimum state of charge (SOC) the battery will discharge to when operating off-grid. Once the battery reaches this level, the inverter stops discharging to prevent deep discharge and maintain battery health. This value is set on the inverter. Data code: 40104.OffGridCutOffSoc",uint16,%,BatteryBase,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Setup
ss40k_inverter,40104,reserved5,fixed,reserved5,reserved5,Reserved Data code: 40104.reserved5,string,string,BatteryBase,,
ss40k_inverter,40104,BatteryScheduling,fixed,BatteryScheduling,Battery Scheduling,"Value from Site Configuration Battery/Battery Scheduling. This is a special scheduling mode designed for certain time-of-use (TOU) utility rates or other custom situations. In most circumstances, we recomment allowing your system to  manage charging and discharging automatically without setting a schedule.  You don't need to set a schedule unless you have a specific reason to charge or discharge at exact times. This value is set on the inverter. Data code: 40104.BatteryScheduling",enum16,N/A,BatteryScheduling,"{0: 'disable', 1: 'enable', 2: 'Inconsistency'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Type of Data: Status; Feature: Battery Scheduling
ss40k_inverter,40104,pChgT1,fixed,pChgT1,Max Battery Charge Power During 'PV Charge Only' Periods,Value from Site Configuration Battery/Battery Scheduling/PV Charge Only. Sets the maximum charging power during scheduled Time-of-Use (TOU) charge periods in kW. Set this limit to control the power level at which the battery will charge from the grid during PV charge only periods This value is set on the inverter. Data code: 40104.pChgT1,uint32,W,BatteryTOUCharge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: Power; Feature: Battery Scheduling
ss40k_inverter,40104,socChgEndT1,fixed,socChgEndT1,socChgEndT1,Charge end SOC in time 1 This value is set on the inverter. Data code: 40104.socChgEndT1,uint16,%,BatteryTOUCharge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Battery Scheduling
ss40k_inverter,40104,socChgEndT2,fixed,socChgEndT2,socChgEndT2,Charge end SOC in time 2 This value is set on the inverter. Data code: 40104.socChgEndT2,uint16,%,BatteryTOUCharge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Battery Scheduling
ss40k_inverter,40104,socChgEndT3,fixed,socChgEndT3,socChgEndT3,Charge end SOC in time 3 This value is set on the inverter. Data code: 40104.socChgEndT3,uint16,%,BatteryTOUCharge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Battery Scheduling
ss40k_inverter,40104,chgST1,fixed,chgST1,Schedule Window 1 for PV Charge Only Start Minute (0-59),Value from Site Configuration Battery/Battery Scheduling/PV Charge Only. During these times your battery will charge from solar power and not discharge to power your home unless there is a grid power outage This value is set on the inverter. Data code: 40104.chgST1,bitsplit,bitsplit,BatteryTOUCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,chgET1,fixed,chgET1,Schedule Window 1 for PV Charge Only End Minute (0-59),Value from Site Configuration Battery/Battery Scheduling/PV Charge Only. During these times your battery will charge from solar power and not discharge to power your home unless there is a grid power outage This value is set on the inverter. Data code: 40104.chgET1,bitsplit,bitsplit,BatteryTOUCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,chgST2,fixed,chgST2,Schedule Window 2 for PV Charge Only Start Minute (0-59),Value from Site Configuration Battery/Battery Scheduling/PV Charge Only. During these times your battery will charge from solar power and not discharge to power your home unless there is a grid power outage This value is set on the inverter. Data code: 40104.chgST2,bitsplit,bitsplit,BatteryTOUCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,chgET2,fixed,chgET2,Schedule Window 2 for PV Charge Only End Minute (0-59),Value from Site Configuration Battery/Battery Scheduling/PV Charge Only. During these times your battery will charge from solar power and not discharge to power your home unless there is a grid power outage This value is set on the inverter. Data code: 40104.chgET2,bitsplit,bitsplit,BatteryTOUCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,chgST3,fixed,chgST3,Schedule Window 3 for PV Charge Only Start Minute (0-59),Value from Site Configuration Battery/Battery Scheduling/PV Charge Only. During these times your battery will charge from solar power and not discharge to power your home unless there is a grid power outage This value is set on the inverter. Data code: 40104.chgST3,bitsplit,bitsplit,BatteryTOUCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,chgET3,fixed,chgET3,Schedule Window 3 for PV Charge Only End Minute (0-59),Value from Site Configuration Battery/Battery Scheduling/PV Charge Only. During these times your battery will charge from solar power and not discharge to power your home unless there is a grid power outage This value is set on the inverter. Data code: 40104.chgET3,bitsplit,bitsplit,BatteryTOUCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,reserved7,fixed,reserved7,reserved7,Reserved Data code: 40104.reserved7,string,string,BatteryTOUCharge,,
ss40k_inverter,40104,pDischgT1,fixed,pDischgT1,Max Inverter Power During 'Discharge Only' Periods,Value from Site Configuration Battery/Battery Scheduling/Discharge Only. Sets the maximum discharging power during scheduled Time-of-Use (TOU) discharge periods in kW. Limit this to control how much battery power is exported to loads or grid during those windows. This value is set on the inverter. Data code: 40104.pDischgT1,uint32,kW,BatteryTOUDischarge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,socDischgEndT1,fixed,socDischgEndT1,TOU Discharge Stop SOC,"Value from Site Configuration Battery/Battery Scheduling/Discharge Only. Sets the minimum state of charge (SOC) that the battery will discharge to during 'Discharge Only' operation. Once this level is reached, discharging stops to preserve reserve capacity for later use or backup. This value is set on the inverter. Data code: 40104.socDischgEndT1",uint16,%,BatteryTOUDischarge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Battery Scheduling
ss40k_inverter,40104,socDischgEndT2,fixed,socDischgEndT2,socDischgEndT2,Discharge end SOC in time 2 This value is set on the inverter. Data code: 40104.socDischgEndT2,uint16,%,BatteryTOUDischarge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Battery Scheduling
ss40k_inverter,40104,socDischgEndT3,fixed,socDischgEndT3,socDischgEndT3,Discharge end SOC in time 3 This value is set on the inverter. Data code: 40104.socDischgEndT3,uint16,%,BatteryTOUDischarge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Battery Scheduling
ss40k_inverter,40104,dischgST1,fixed,dischgST1,Schedule Window 1 for Discharge Only Start Minute (0-59),"Value from Site Configuration Battery/Battery Scheduling/Discharge Only. During these times, your battery will discharge at a steady rate and not charge from solar power.  Solar power will be used in your home and sold to the grid as allowed This value is set on the inverter. Data code: 40104.dischgST1",bitsplit,bitsplit,BatteryTOUDischarge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,dischgET1,fixed,dischgET1,Schedule Window 1 for Discharge Only End Minute (0-59),"Value from Site Configuration Battery/Battery Scheduling/Discharge Only. During these times, your battery will discharge at a steady rate and not charge from solar power.  Solar power will be used in your home and sold to the grid as allowed This value is set on the inverter. Data code: 40104.dischgET1",bitsplit,bitsplit,BatteryTOUDischarge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,dischgST2,fixed,dischgST2,Schedule Window 2 for Discharge Only Start Minute (0-59),"Value from Site Configuration Battery/Battery Scheduling/Discharge Only. During these times, your battery will discharge at a steady rate and not charge from solar power.  Solar power will be used in your home and sold to the grid as allowed This value is set on the inverter. Data code: 40104.dischgST2",bitsplit,bitsplit,BatteryTOUDischarge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,dischgET2,fixed,dischgET2,Schedule Window 2 for Discharge Only End Minute (0-59),"Value from Site Configuration Battery/Battery Scheduling/Discharge Only. During these times, your battery will discharge at a steady rate and not charge from solar power.  Solar power will be used in your home and sold to the grid as allowed This value is set on the inverter. Data code: 40104.dischgET2",bitsplit,bitsplit,BatteryTOUDischarge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,dischgST3,fixed,dischgST3,Schedule Window 3 for Discharge Only Start Minute (0-59),"Value from Site Configuration Battery/Battery Scheduling/Discharge Only. During these times, your battery will discharge at a steady rate and not charge from solar power.  Solar power will be used in your home and sold to the grid as allowed This value is set on the inverter. Data code: 40104.dischgST3",bitsplit,bitsplit,BatteryTOUDischarge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,dischgET3,fixed,dischgET3,Schedule Window 3 for Discharge Only End Minute (0-59),"Value from Site Configuration Battery/Battery Scheduling/Discharge Only. During these times, your battery will discharge at a steady rate and not charge from solar power.  Solar power will be used in your home and sold to the grid as allowed This value is set on the inverter. Data code: 40104.dischgET3",bitsplit,bitsplit,BatteryTOUDischarge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Battery Scheduling
ss40k_inverter,40104,reserved8,fixed,reserved8,reserved8,Reserved Data code: 40104.reserved8,string,string,BatteryTOUDischarge,,
ss40k_inverter,40104,GridRegulation,fixed,GridRegulation,Grid Parameters,Value from Site Configuration Grid/Setup. This setting changes the conditions under which the inverter will connect or disconnect from the utility grid. Different areas have different rules about when this equipment is allowed to disconnect and when it must ride through. Choose the code required by the local utility or AHJ. Data code: 40104.GridRegulation,enum16,N/A,GridBase,"{0: 'Default(UL-240-18)', 1: 'California(Rule 21)', 2: 'Hawaii(Rule 14)', 3: 'Puerto Rico LUMA'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Setup
ss40k_inverter,40104,GridType,fixed,GridType,Grid Type,Value from Site Configuration Grid/Setup. Choose wiring configuration of the site.  This helps configure the system to match the power service at the site.  Note the voltage you enter here must match the EPS Voltage. Data code: 40104.GridType,enum16,N/A,GridBase,"{0: 'Split240V/120V', 1: '3phase 208V/120V'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Setup
ss40k_inverter,40104,GridFreq,fixed,GridFreq,Grid Frequency,Value from Site Configuration Grid/Setup. Sets the nominal grid frequency for the installation. Use 60 Hz for North America and most split-phase installs; use 50 Hz for regions that operate at 230 V single-phase. Data code: 40104.GridFreq,uint16,N/A,GridBase,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Setup
ss40k_inverter,40104,reserved9,fixed,reserved9,reserved9,Reserved Data code: 40104.reserved9,string,string,GridBase,,
ss40k_inverter,40104,PermitServiceStatus,fixed,PermitServiceStatus,Permit to Operate,Value from Site Configuration Grid/Grid Connection. Shows whether the inverter is permitted to operate in grid-connected mode. Data code: 40104.PermitServiceStatus,enum16,N/A,GridConnection,"{0: 'disable,', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Connection
ss40k_inverter,40104,RampRate,fixed,RampRate,Ramp Rate,Value from Site Configuration Grid/Grid Connection. How quickly inverter output is allowed to increase. Data code: 40104.RampRate,uint16,N/A,GridConnection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Connection
ss40k_inverter,40104,ApplicableVoltageLow,fixed,ApplicableVoltageLow,Applicable Grid Voltage Range Lower Limit (Vac),Value from Site Configuration Grid/Grid Connection. Voltage window within which grid connection is permitted. Outside this range the inverter will not connect or will disconnect. Data code: 40104.ApplicableVoltageLow,uint16,N/A,GridConnection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Connection
ss40k_inverter,40104,ApplicableVoltageHigh,fixed,ApplicableVoltageHigh,Applicable Grid Voltage Range Upper Limit (Vac),Value from Site Configuration Grid/Grid Connection. Voltage window within which grid connection is permitted. Outside this range the inverter will not connect or will disconnect. Data code: 40104.ApplicableVoltageHigh,uint16,N/A,GridConnection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Connection
ss40k_inverter,40104,ApplicableFrequencyLow,fixed,ApplicableFrequencyLow,Applicable Grid Frequency Range Lower Limit (Hz),Value from Site Configuration Grid/Grid Connection. Frequency window within which grid connection is permitted. Outside this range the inverter will not connect or will disconnect. Data code: 40104.ApplicableFrequencyLow,uint16,N/A,GridConnection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Connection
ss40k_inverter,40104,ApplicableFrequencyHigh,fixed,ApplicableFrequencyHigh,Applicable Grid Frequency Range Upper Limit (Hz),Value from Site Configuration Grid/Grid Connection. Frequency window within which grid connection is permitted. Outside this range the inverter will not connect or will disconnect. Data code: 40104.ApplicableFrequencyHigh,uint16,N/A,GridConnection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Connection
ss40k_inverter,40104,ConnectionDelayTime,fixed,ConnectionDelayTime,Connection Delay Times Connection Delay (s),Value from Site Configuration Grid/Grid Connection. Delays applied before initial grid connection and after a grid disturbance clears (reconnection). These timers help meet interconnection standards.  The connection delay is how long the inverter will wait after first being powered on.  Reconnection delay is how long the inverter will wait after a grid disturbance or outage clears. Data code: 40104.ConnectionDelayTime,uint16,N/A,GridConnection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Connection
ss40k_inverter,40104,ReconnectionDelayTime,fixed,ReconnectionDelayTime,Connection Delay Times Reconnection Delay (s),Value from Site Configuration Grid/Grid Connection. Delays applied before initial grid connection and after a grid disturbance clears (reconnection). These timers help meet interconnection standards.  The connection delay is how long the inverter will wait after first being powered on.  Reconnection delay is how long the inverter will wait after a grid disturbance or outage clears. Data code: 40104.ReconnectionDelayTime,uint16,N/A,GridConnection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Connection
ss40k_inverter,40104,reserved10,fixed,reserved10,reserved10,Reserved Data code: 40104.reserved10,string,string,GridConnection,,
ss40k_inverter,40104,GridVoltLimit1Low,fixed,GridVoltLimit1Low,Grid Voltage Limits (Stage 1) Lower Limit (Vac),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Voltage trip window. If grid voltage rises above or falls below these thresholds for longer than the threshold time allows, the inverter will disconnect from the grid. Data code: 40104.GridVoltLimit1Low",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit1LowTime,fixed,GridVoltLimit1LowTime,Grid Voltage Trip Time Low Voltage Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid voltage must remain below the lower limit or above the upper limit (Stage 1) before the inverter disconnects from the grid. Data code: 40104.GridVoltLimit1LowTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit1High,fixed,GridVoltLimit1High,Grid Voltage Limits (Stage 1) Upper Limit (Vac),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Voltage trip window. If grid voltage rises above or falls below these thresholds for longer than the threshold time allows, the inverter will disconnect from the grid. Data code: 40104.GridVoltLimit1High",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit1HighTime,fixed,GridVoltLimit1HighTime,Grid Voltage Trip Time High Voltage Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid voltage must remain below the lower limit or above the upper limit (Stage 1) before the inverter disconnects from the grid. Data code: 40104.GridVoltLimit1HighTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit2Low,fixed,GridVoltLimit2Low,Grid Voltage Limits (Stage 2) Lower Limit (Vac),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Voltage trip window. If grid voltage rises above or falls below these thresholds for longer than the threshold time allows, the inverter will disconnect from the grid. Data code: 40104.GridVoltLimit2Low",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit2LowTime,fixed,GridVoltLimit2LowTime,Grid Voltage Trip Time (Stage 2) Low Voltage Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid voltage must remain below the lower limit or above the upper limit (Stage 2) before the inverter disconnects from the grid. Data code: 40104.GridVoltLimit2LowTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit2High,fixed,GridVoltLimit2High,Grid Voltage Limits (Stage 2) Upper Limit (Vac),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Voltage trip window. If grid voltage rises above or falls below these thresholds for longer than the threshold time allows, the inverter will disconnect from the grid. Data code: 40104.GridVoltLimit2High",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit2HighTime,fixed,GridVoltLimit2HighTime,Grid Voltage Trip Time (Stage 2) High Voltage Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid voltage must remain below the lower limit or above the upper limit (Stage 2) before the inverter disconnects from the grid. Data code: 40104.GridVoltLimit2HighTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit3Low,fixed,GridVoltLimit3Low,Grid Voltage Limits (Stage 3) Lower Limit (Vac),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Voltage trip window. If grid voltage rises above or falls below these thresholds for longer than the threshold time allows, the inverter will disconnect from the grid. Data code: 40104.GridVoltLimit3Low",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit3LowTime,fixed,GridVoltLimit3LowTime,Grid Voltage Trip Time (Stage 3) Low Voltage Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid voltage must remain below the lower limit or above the upper limit (Stage 3) before the inverter disconnects from the grid. Data code: 40104.GridVoltLimit3LowTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit3High,fixed,GridVoltLimit3High,Grid Voltage Limits (Stage 3) Upper Limit (Vac),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Voltage trip window. If grid voltage rises above or falls below these thresholds for longer than the threshold time allows, the inverter will disconnect from the grid. Data code: 40104.GridVoltLimit3High",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridVoltLimit3HighTime,fixed,GridVoltLimit3HighTime,Grid Voltage Trip Time (Stage 3) High Voltage Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid voltage must remain below the lower limit or above the upper limit (Stage 3) before the inverter disconnects from the grid. Data code: 40104.GridVoltLimit3HighTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit1Low,fixed,GridFreqLimit1Low,Grid Frequency Limits (Stage 1) Lower Limit (Hz),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Sets the upper and lower grid frequency thresholds. If grid frequency goes outside this range, the inverter will disconnect from the grid to protect the system and comply with grid safety standards. Data code: 40104.GridFreqLimit1Low",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit1LowTime,fixed,GridFreqLimit1LowTime,Grid Frequency Trip Time (Stage 1) Low Frequency Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid frequency must remain below the lower limit or above the upper limit (Stage 1) before the inverter disconnects from the grid. Data code: 40104.GridFreqLimit1LowTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit1High,fixed,GridFreqLimit1High,Grid Frequency Limits (Stage 1) Upper Limit (Hz),"Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Sets the upper and lower grid frequency thresholds. If grid frequency goes outside this range, the inverter will disconnect from the grid to protect the system and comply with grid safety standards. Data code: 40104.GridFreqLimit1High",uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
ss40k_inverter,40104,GridFreqLimit1HighTime,fixed,GridFreqLimit1HighTime,Grid Frequency Trip Time (Stage 1) High Frequency Trip Delay (s),Value from Site Configuration Grid/Grid Protection/Grid Protection Parameters. Defines how long the grid frequency must remain below the lower limit or above the upper limit (Stage 1) before the inverter disconnects from the grid. Data code: 40104.GridFreqLimit1HighTime,uint16,N/A,GridProtection,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Protection
